source_concept_id,source_code,source_code_description_mod,source_code_description,source_counts,comments,target_concept_id,target_concept_code,target_concept_name,target_concept_class_id,target_standard_concept,target_invalid_reason,target_domain_id,target_vocabulary_id
,,,,,,,,,,,,,
45298350,87701040460,GNP ONE DAILY MEN'S 50+ TABLET,GNP ONE DAILY MEN'S 50+ TABLET,,reuse,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45144263,87701040461,GNP ONE DAILY WOMENS 50 + TAB,GNP ONE DAILY WOMENS 50 + TAB,,reuse,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45127274,87701040318,GNP PAIN RELIEVER COMBO PACK,GNP PAIN RELIEVER COMBO PACK,,no NDC https://www.indiamart.com/tvs-biotech/pain-reliever-combo-pack.html,40798873,OMOP2721210,Herbal extract,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44871963,87701040491,GNP PROSTATE HEALTH FML SFTGEL,GNP PROSTATE HEALTH FML SFTGEL,,reuse,17,,,,,,,
,,,,,,,,,,,,,
44957075,87701040477,GNP SINUS CONG-PAI DY-NHT CPL,GNP SINUS CONG-PAI DY-NHT CPL,,,42708313,1244951,{10 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 10 (Acetaminophen 325 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack,Clinical Pack,S,,Drug,RxNorm
,,,,,,,,,,,,,
44974089,87701041104,GNP SINUS CONG-PAIN DAY-NIGHT,GNP SINUS CONG-PAIN DAY-NIGHT,,,42708313,1244951,{10 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 10 (Acetaminophen 325 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack,Clinical Pack,S,,Drug,RxNorm
,,,,,,,,,,,,,
45044309,00254941558,Guaifenesin 20 MGML Hydrocodone 1 MGML Phenylephrine 1.5 MGML Oral Solution [Quintex HS],Guaifenesin 20 MG/ML / Hydrocodone 1 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [Quintex HS],,,1511213,2122904,Guaifenesin 20 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution [Quintex HS],Branded Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
44977314,00603163658,Guaifenesin 20 MGML Hydrocodone 1 MGML Phenylephrine 1.5 MGML Oral Solution [Quintex HS],Guaifenesin 20 MG/ML / Hydrocodone 1 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [Quintex HS],,,1511213,2122904,Guaifenesin 20 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution [Quintex HS],Branded Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45133158,10609154301,Guaifenesin 300 Pseudoephedrine 60 Extended Release Capsule [Pseudovent Ped],Guaifenesin 300 MG / Pseudoephedrine 60 MG Extended Release Capsule [Pseudovent Ped],,,42899235,1307248,Guaifenesin 300 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45123993,58177004604,Guaifenesin 300 Pseudoephedrine 60 Extended Release Capsule [Pseudovent Ped],Guaifenesin 300 MG / Pseudoephedrine 60 MG Extended Release Capsule [Pseudovent Ped],,,42899235,1307248,Guaifenesin 300 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45232930,00525077601,Guaifenesin 600 Pseudoephedrine 120 12 hour Extended Release Tablet [Pan-Mist LA],Guaifenesin 600 MG / Pseudoephedrine 120 MG 12 hour Extended Release Tablet [Pan-Mist LA],,,42708271,1244695,12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet,Quant Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44970813,58634003301,Guaifenesin 600 Pseudoephedrine 120 12 hour Extended Release Tablet [Zaptec PSE],Guaifenesin 600 MG / Pseudoephedrine 120 MG 12 hour Extended Release Tablet [Zaptec PSE],,,42708271,1244695,12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet,Quant Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45053813,54569588800,HAVRIX 720 UNIT0.5 ML SYRINGE,HAVRIX 720 UNIT/0.5 ML SYRINGE,,,529687,798482,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix],Quant Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44972316,63807030031,3 ML Heparin sodium 1 UNTML Prefilled Syringe,3 ML Heparin sodium 1 UNT/ML Prefilled Syringe,,,43011873,1362025,"heparin sodium, porcine 1 UNT/ML Prefilled Syringe",Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45833008,525330106,"heparin sodium 50[USP'U]mL INTRAVENOUS INJECTION, SOLUTION","heparin sodium 50[USP'U]/mL INTRAVENOUS INJECTION, SOLUTION",,,46275496,1659196,"heparin sodium, porcine 50 UNT/ML Injection",Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45833045,525330216,"heparin sodium 50[USP'U]mL INTRAVENOUS INJECTION, SOLUTION","heparin sodium 50[USP'U]/mL INTRAVENOUS INJECTION, SOLUTION",,,46275496,1659196,"heparin sodium, porcine 50 UNT/ML Injection",Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45258503,54569406800,HEPATITIS A VACCINE INACTIVATED 1440 UNTML Injectable Suspension [Havrix Pediatric],HEPATITIS A VACCINE (INACTIVATED) 1440 UNT/ML Injectable Suspension [Havrix Pediatric],,,44112041,OMOP1106672,"Hepatitis A Vaccine, Inactivated 1440 UNT/ML Injectable Suspension [Havrix]",Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45332503,000064980,"Hepatitis B Vaccine Recombinant 5 ug.5mL INJECTION, SUSPENSION [RECOMBIVAX HB]","Hepatitis B Vaccine (Recombinant) 5 ug/.5mL INJECTION, SUSPENSION [RECOMBIVAX HB]",,,40989650,OMOP2187612,Hepatitis B Surface Antigen Vaccine 0.001 MG/ML Prefilled Syringe,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45243738,58160085626,Hepatitis B Vaccines 0.02 MGML Injectable Solution [Engerix-B Pediatric],Hepatitis B Vaccines 0.02 MG/ML Injectable Solution [Engerix-B Pediatric],,,568231,562127,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45140915,58160085627,Hepatitis B Vaccines 0.02 MGML Injectable Solution [Engerix-B Pediatric],Hepatitis B Vaccines 0.02 MG/ML Injectable Solution [Engerix-B Pediatric],,,568231,562127,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45226654,58160085636,Hepatitis B Vaccines 0.02 MGML Injectable Solution [Engerix-B Pediatric],Hepatitis B Vaccines 0.02 MG/ML Injectable Solution [Engerix-B Pediatric],,,568231,562127,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44868691,58160085911,Hepatitis B Vaccines 0.02 MGML Injectable Solution [Engerix-B Pediatric],Hepatitis B Vaccines 0.02 MG/ML Injectable Solution [Engerix-B Pediatric],,,568231,562127,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45346028,58160085926,Hepatitis B Vaccines 0.02 MGML Injectable Solution [Engerix-B Pediatric],Hepatitis B Vaccines 0.02 MG/ML Injectable Solution [Engerix-B Pediatric],,,568231,562127,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45313945,650449960,honey bee hymenoptera venom venomil diagnostic PERCUTANEOUS KIT,honey bee hymenoptera venom venomil diagnostic PERCUTANEOUS KIT,,,19055259,235614,HYMENOPTERA ALLERGENIC EXTRACT,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44887702,650449970,honey bee hymenoptera venom venomil maintenance SUBCUTANEOUS KIT,honey bee hymenoptera venom venomil maintenance SUBCUTANEOUS KIT,,,19055259,235614,HYMENOPTERA ALLERGENIC EXTRACT,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45297476,67425000101,Hyaluronidase 1000 UNTML Injectable Solution [Vitrase],Hyaluronidase 1000 UNT/ML Injectable Solution [Vitrase],,,40220601,1809572,Hyaluronidase Injection [Vitrase],Branded Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45348479,67425000110,Hyaluronidase 1000 UNTML Injectable Solution [Vitrase],Hyaluronidase 1000 UNT/ML Injectable Solution [Vitrase],,,40220601,1809572,Hyaluronidase Injection [Vitrase],Branded Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45117568,24200200549,HYDROCOD-HOMAT 5-1.5 MG5 ML,HYDROCOD-HOMAT 5-1.5 MG/5 ML,,,40182175,992668,homatropine methylbromide 0.3 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45116955,14629050803,hydrocortisone acetate 5 MGML Lidocaine Hydrochloride 30 MGML Topical Lotion [Xyralid],hydrocortisone acetate 5 MG/ML / Lidocaine Hydrochloride 30 MG/ML Topical Lotion [Xyralid],,,40226557,1012238,hydrocortisone acetate 5 MG/ML / Lidocaine Hydrochloride 30 MG/ML Topical Lotion,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45048869,14629050806,hydrocortisone acetate 5 MGML Lidocaine Hydrochloride 30 MGML Topical Lotion [Xyralid],hydrocortisone acetate 5 MG/ML / Lidocaine Hydrochloride 30 MG/ML Topical Lotion [Xyralid],,,40226557,1012238,hydrocortisone acetate 5 MG/ML / Lidocaine Hydrochloride 30 MG/ML Topical Lotion,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
44840616,004960730,hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],,,975125,5492,Hydrocortisone,Ingredient,Standard,Valid,Drug,RxNorm
44840616,004960730,hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],,,927478,34347,pramoxine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44840617,004960731,hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],,,975125,5492,Hydrocortisone,Ingredient,Standard,Valid,Drug,RxNorm
44840617,004960731,hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],,,927478,34347,pramoxine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45284120,004960732,hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],,,975125,5492,Hydrocortisone,Ingredient,Standard,Valid,Drug,RxNorm
45284120,004960732,hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],hydrocortisone acetate and pramoxine hydrochloride KIT [analpram advanced],,,927478,34347,pramoxine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45832974,525330008,"hydromorphone hcl 10mgmL INTRAVENOUS INJECTION, SOLUTION","hydromorphone hcl 10mg/mL INTRAVENOUS INJECTION, SOLUTION",,,35603625,1724339,Hydromorphone Hydrochloride 10 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
44924057,00074245531,Hydromorphone Hydrochloride 10 MGML Injectable Solution [Dilaudid],Hydromorphone Hydrochloride 10 MG/ML Injectable Solution [Dilaudid],,,35603625,1724339,Hydromorphone Hydrochloride 10 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45025838,00049545074,Hydroxyzine Hydrochloride 25 MGML Injectable Solution [Vistaril],Hydroxyzine Hydrochloride 25 MG/ML Injectable Solution [Vistaril],,,40991722,OMOP2189684,Hydroxyzine 25 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45128131,000780425,hypromelloses and carboxymethylcellulose sodium 3mgmL 2.5mgmL OPHTHALMIC GEL [genteal moderate to severe],hypromelloses and carboxymethylcellulose sodium 3mg/mL / 2.5mg/mL OPHTHALMIC GEL [genteal moderate to severe],,,40138578,701881,Carboxymethylcellulose / hypromellose Ophthalmic Gel,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45091049,62195090510,ibandronic acid 1 MGML Injectable Solution [Boniva],ibandronic acid 1 MG/ML Injectable Solution [Boniva],,,46275636,1659718,ibandronic acid 1 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45061532,002808080,"ibuprofen 200mg1 ORAL CAPSULE, LIQUID FILLED [midol]","ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED [midol]",,,19078440,310964,Ibuprofen 200 MG Oral Capsule,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45025624,00015355741,5 Ifosfamide 50 MGML Injectable Solution 3 Mesna 100 MGML Injectable Solution Pack,{5 (Ifosfamide 50 MG/ML Injectable Solution) / 3 (Mesna 100 MG/ML Injectable Solution) } Pack,,,1354778,727484,Ifosfamide 50 MG/ML / Mesna 100 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45264602,00026064924,"Immunoglobulins, Intravenous 100 MGML Injectable Solution [Gamimune N]","Immunoglobulins, Intravenous 100 MG/ML Injectable Solution [Gamimune N]",,,40220527,1809417,"Immunoglobulin G, Human 100 MG/ML Injection",Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45298934,00053784601,"Immunoglobulins, Intravenous 50 MGML Injectable Solution [Gammar I.V.]","Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Gammar I.V.]",,,19096038,346473,"Immunoglobulin G, Human 50 MG/ML",Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45247515,00053784602,"Immunoglobulins, Intravenous 50 MGML Injectable Solution [Gammar I.V.]","Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Gammar I.V.]",,,19096038,346473,"Immunoglobulin G, Human 50 MG/ML",Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44872493,00053784605,"Immunoglobulins, Intravenous 50 MGML Injectable Solution [Gammar I.V.]","Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Gammar I.V.]",,,19096038,346473,"Immunoglobulin G, Human 50 MG/ML",Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44889719,00053784606,"Immunoglobulins, Intravenous 50 MGML Injectable Solution [Gammar I.V.]","Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Gammar I.V.]",,,19096038,346473,"Immunoglobulin G, Human 50 MG/ML",Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44991513,00053784610,"Immunoglobulins, Intravenous 50 MGML Injectable Solution [Gammar I.V.]","Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Gammar I.V.]",,,19096038,346473,"Immunoglobulin G, Human 50 MG/ML",Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45264761,00053748606,"Immunoglobulins, Intravenous 50 MGML Injectable Solution [Gammar-P I.V.]","Immunoglobulins, Intravenous 50 MG/ML Injectable Solution [Gammar-P I.V.]",,,19096038,346473,"Immunoglobulin G, Human 50 MG/ML",Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45093572,000028725,"Insulin lispro 100 [iU]mL INJECTION, SOLUTION [Humalog]","Insulin lispro 100 [iU]/mL INJECTION, SOLUTION [Humalog]",,,589529,OMOP3136934,Insulin Lispro 100 UNT/ML Injection [Humalog],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45162299,000851242,"Interferon alfa-2b 11.6 ug.2mL INJECTION, SOLUTION [Intron A]","Interferon alfa-2b 11.6 ug/.2mL INJECTION, SOLUTION [Intron A]",,Conversion with help of: https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=30789790-8317-49f9-b97b-8c5ba17b53d2&type=display,36881273,OMOP998329,Interferon Alfa-2b 15000000 UNT/ML Injection [Intron A],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45230944,000851235,"Interferon alfa-2b 19.2 ug.2mL INJECTION, SOLUTION [Intron A]","Interferon alfa-2b 19.2 ug/.2mL INJECTION, SOLUTION [Intron A]",,Conversion with help of: https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=30789790-8317-49f9-b97b-8c5ba17b53d2&type=display,36884109,OMOP1002484,Interferon Alfa-2b 25000000 UNT/ML Injection [Intron A],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45316269,000851254,"Interferon alfa-2b 38.4 ug.2mL INJECTION, SOLUTION [Intron A]","Interferon alfa-2b 38.4 ug/.2mL INJECTION, SOLUTION [Intron A]",,Conversion with help of: https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=30789790-8317-49f9-b97b-8c5ba17b53d2&type=display,43516858,OMOP2803973,Interferon Alfa-2b 50000000 UNT/ML Injection [Intron A],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44918117,548684225,"ipratropium bromide and albuterol sulfate 103; 18 ug1; ug1 AEROSOL, METERED [Combivent]","ipratropium bromide and albuterol sulfate 103; 18 ug/1; ug/1 AEROSOL, METERED [Combivent]",,,37499262,2284638,albuterol / ipratropium Inhalation Spray [Combivent],Branded Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45823041,473350953,irinotecan hydrochloride 100mg5mL INTRAVENOUS INJECTION,irinotecan hydrochloride 100mg/5mL INTRAVENOUS INJECTION,,,35604257,1726322,Irinotecan hydrochloride 20 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45812853,250210214,"irinotecan hydrochloride 20mgmL INTRAVENOUS INJECTION, SOLUTION","irinotecan hydrochloride 20mg/mL INTRAVENOUS INJECTION, SOLUTION",,,35604257,1726322,Irinotecan hydrochloride 20 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45823039,473350937,irinotecan hydrochloride 40mg2mL INTRAVENOUS INJECTION,irinotecan hydrochloride 40mg/2mL INTRAVENOUS INJECTION,,,35604257,1726322,Irinotecan hydrochloride 20 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45181001,004091410,"isoproterenol hydrochloride .2mgmL INTRACARDIAC; INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS INJECTION, SOLUTION [isuprel]","isoproterenol hydrochloride .2mg/mL INTRACARDIAC; INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS INJECTION, SOLUTION [isuprel]",,,35603339,1667913,Isoproterenol Hydrochloride 0.2 MG/ML Injection [Isuprel],Branded Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45820154,429980402,"isoproterenol hydrochloride .2mgmL INTRACARDIAC; INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS INJECTION, SOLUTION [isuprel]","isoproterenol hydrochloride .2mg/mL INTRACARDIAC; INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS INJECTION, SOLUTION [isuprel]",,,35603339,1667913,Isoproterenol Hydrochloride 0.2 MG/ML Injection [Isuprel],Branded Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45833215,525840021,"isuprel .2mgmL INTRACARDIAC; INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS INJECTION, SOLUTION","isuprel .2mg/mL INTRACARDIAC; INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS INJECTION, SOLUTION",,,35603339,1667913,Isoproterenol Hydrochloride 0.2 MG/ML Injection [Isuprel],Branded Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
44946621,12578029028,28 Itraconazole 100 Oral Capsule [Sporanox] Pack [Sporanox PulsePak],{28 (Itraconazole 100 MG Oral Capsule [Sporanox]) } Pack [Sporanox PulsePak],,,21172852,OMOP408397,Itraconazole 100 MG Oral Capsule Box of 28,Clinical Drug Box,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45039252,59604029028,28 Itraconazole 100 Oral Capsule [Sporanox] Pack [Sporanox PulsePak],{28 (Itraconazole 100 MG Oral Capsule [Sporanox]) } Pack [Sporanox PulsePak],,,21172852,OMOP408397,Itraconazole 100 MG Oral Capsule Box of 28,Clinical Drug Box,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45322207,19810030064,KERI ADV MOIST THERAPY LOTION,KERI ADV MOIST THERAPY LOTION,,reuse,17,,,,,,,
,,,,,,,,,,,,,
45288179,19810030240,KERI NOURSHNG SHEA BUTTER LOTN,KERI NOURSHNG SHEA BUTTER LOTN,,reuse,17,,,,,,,
,,,,,,,,,,,,,
45100259,19810030062,KERI ORIG MOIST THERAPY LOT,KERI ORIG MOIST THERAPY LOT,,reuse,17,,,,,,,
,,,,,,,,,,,,,
45151193,19810030298,KERI OVERNIGHT LOTION,KERI OVERNIGHT LOTION,,reuse,17,,,,,,,
,,,,,,,,,,,,,
44844733,19810030065,KERI SENSITIVE SKIN LOTION,KERI SENSITIVE SKIN LOTION,,reuse,17,,,,,,,
,,,,,,,,,,,,,
44980934,19810030069,KERI SENSITIVE SKIN LOTION,KERI SENSITIVE SKIN LOTION,,reuse,17,,,,,,,
,,,,,,,,,,,,,
45229155,672960369,ketoprofen 75mg1 ORAL TABLET,ketoprofen 75mg/1 ORAL TABLET,,,36894594,OMOP1003092,Ketoprofen 75 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45812978,265090007,KIT [clorox careconcepts bed bath and hygiene],KIT [clorox careconcepts bed bath and hygiene],,,17,,,,,,,
,,,,,,,,,,,,,
45168722,24200074044,2 ML Labetalol hydrochloride 5 MGML Prefilled Syringe,2 ML Labetalol hydrochloride 5 MG/ML Prefilled Syringe,,,40169706,896771,Labetalol hydrochloride 5 MG/ML Injectable Solution,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
44858533,007030404,levocarnitine 1g5mL INTRAVENOUS INJECTION,levocarnitine 1g/5mL INTRAVENOUS INJECTION,,,42628875,1791374,Levocarnitine 200 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
45318907,007030405,levocarnitine 2.5g12.5mL INTRAVENOUS INJECTION,levocarnitine 2.5g/12.5mL INTRAVENOUS INJECTION,,,42628875,1791374,Levocarnitine 200 MG/ML Injection,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
44991460,00045006555,Levofloxacin 25 MGML Injectable Solution [Levaquin],Levofloxacin 25 MG/ML Injectable Solution [Levaquin],,,44073217,OMOP1067848,Levofloxacin 25 MG/ML Injection [Levaquin],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45247445,00045006955,Levofloxacin 25 MGML Injectable Solution [Levaquin],Levofloxacin 25 MG/ML Injectable Solution [Levaquin],,,44073217,OMOP1067848,Levofloxacin 25 MG/ML Injection [Levaquin],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45372656,12578006555,Levofloxacin 25 MGML Injectable Solution [Levaquin],Levofloxacin 25 MG/ML Injectable Solution [Levaquin],,,44073217,OMOP1067848,Levofloxacin 25 MG/ML Injection [Levaquin],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45184843,12578006951,Levofloxacin 25 MGML Injectable Solution [Levaquin],Levofloxacin 25 MG/ML Injectable Solution [Levaquin],,,44073217,OMOP1067848,Levofloxacin 25 MG/ML Injection [Levaquin],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45002656,54842006555,Levofloxacin 25 MGML Injectable Solution [Levaquin],Levofloxacin 25 MG/ML Injectable Solution [Levaquin],,,44073217,OMOP1067848,Levofloxacin 25 MG/ML Injection [Levaquin],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44968551,54842006951,Levofloxacin 25 MGML Injectable Solution [Levaquin],Levofloxacin 25 MG/ML Injectable Solution [Levaquin],,,44073217,OMOP1067848,Levofloxacin 25 MG/ML Injection [Levaquin],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44969560,55887072430,levomefolate calcium 6 pyridoxine 50 Riboflavin 5 Vitamin B 12 1 Oral Tablet,levomefolate calcium 6 MG / pyridoxine 50 MG / Riboflavin 5 MG / Vitamin B 12 1 MG Oral Tablet,,todo,45775208,1592257,levomefolate,Ingredient,Standard,Valid,Drug,RxNorm
44969560,55887072430,levomefolate calcium 6 pyridoxine 50 Riboflavin 5 Vitamin B 12 1 Oral Tablet,levomefolate calcium 6 MG / pyridoxine 50 MG / Riboflavin 5 MG / Vitamin B 12 1 MG Oral Tablet,,todo,19005046,684879,pyridoxine,Ingredient,Standard,Valid,Drug,RxNorm
44969560,55887072430,levomefolate calcium 6 pyridoxine 50 Riboflavin 5 Vitamin B 12 1 Oral Tablet,levomefolate calcium 6 MG / pyridoxine 50 MG / Riboflavin 5 MG / Vitamin B 12 1 MG Oral Tablet,,todo,19062817,9346,Riboflavin,Ingredient,Standard,Valid,Drug,RxNorm
44969560,55887072430,levomefolate calcium 6 pyridoxine 50 Riboflavin 5 Vitamin B 12 1 Oral Tablet,levomefolate calcium 6 MG / pyridoxine 50 MG / Riboflavin 5 MG / Vitamin B 12 1 MG Oral Tablet,,todo,1308738,11248,vitamin B12,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45365264,66312046014,Levonordefrin 0.05 MGML Mepivacaine Hydrochloride 20 MGML Injectable Solution [Polocaine with levonordefrin],Levonordefrin 0.05 MG/ML / Mepivacaine Hydrochloride 20 MG/ML Injectable Solution [Polocaine with levonordefrin],,,46276215,1661502,Levonordefrin 0.05 MG/ML / Mepivacaine Hydrochloride 20 MG/ML Cartridge,Clinical Drug,S,,Drug,RxNorm
,,,,,,,,,,,,,
